"model","converged","n_risk_rows","expected_interaction","interaction_rule_pass","formula","scenario_id","replicate","seed"
"M9_numerator",TRUE,721605,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",680,21060680
"M10_M11_eye_denominator",TRUE,539317,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",680,21060680
"M10_M11_eye_numerator",TRUE,539317,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",680,21060680
"M10_M11_shared_denominator",TRUE,174105,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",680,21060680
"M10_M11_shared_numerator",TRUE,174105,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",680,21060680
"M9_denominator",TRUE,723795,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",681,21060681
"M9_numerator",TRUE,723795,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",681,21060681
"M10_M11_eye_denominator",TRUE,528367,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",681,21060681
"M10_M11_eye_numerator",TRUE,528367,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",681,21060681
"M10_M11_shared_denominator",TRUE,176295,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",681,21060681
"M10_M11_shared_numerator",TRUE,176295,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",681,21060681
"M9_denominator",TRUE,734745,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",682,21060682
"M9_numerator",TRUE,734745,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",682,21060682
"M10_M11_eye_denominator",TRUE,537045,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",682,21060682
"M10_M11_eye_numerator",TRUE,537045,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",682,21060682
"M10_M11_shared_denominator",TRUE,187245,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",682,21060682
"M10_M11_shared_numerator",TRUE,187245,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",682,21060682
"M9_denominator",TRUE,717225,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",683,21060683
"M9_numerator",TRUE,717225,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",683,21060683
"M10_M11_eye_denominator",TRUE,535025,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",683,21060683
"M10_M11_eye_numerator",TRUE,535025,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",683,21060683
"M10_M11_shared_denominator",TRUE,169725,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",683,21060683
"M10_M11_shared_numerator",TRUE,169725,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",683,21060683
"M9_denominator",TRUE,724890,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",684,21060684
"M9_numerator",TRUE,724890,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",684,21060684
"M10_M11_eye_denominator",TRUE,540336,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",684,21060684
"M10_M11_eye_numerator",TRUE,540336,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",684,21060684
"M10_M11_shared_denominator",TRUE,177390,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",684,21060684
"M10_M11_shared_numerator",TRUE,177390,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",684,21060684
"M9_denominator",TRUE,733650,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",685,21060685
"M9_numerator",TRUE,733650,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",685,21060685
"M10_M11_eye_denominator",TRUE,568716,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",685,21060685
"M10_M11_eye_numerator",TRUE,568716,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",685,21060685
"M10_M11_shared_denominator",TRUE,186150,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",685,21060685
"M10_M11_shared_numerator",TRUE,186150,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",685,21060685
"M9_denominator",TRUE,731460,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",686,21060686
"M9_numerator",TRUE,731460,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",686,21060686
"M10_M11_eye_denominator",TRUE,553458,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",686,21060686
"M10_M11_eye_numerator",TRUE,553458,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",686,21060686
"M10_M11_shared_denominator",TRUE,183960,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",686,21060686
"M10_M11_shared_numerator",TRUE,183960,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",686,21060686
"M9_denominator",TRUE,727080,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",687,21060687
"M9_numerator",TRUE,727080,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",687,21060687
"M10_M11_eye_denominator",TRUE,551254,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",687,21060687
"M10_M11_eye_numerator",TRUE,551254,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",687,21060687
"M10_M11_shared_denominator",TRUE,179580,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",687,21060687
"M10_M11_shared_numerator",TRUE,179580,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",687,21060687
"M9_denominator",TRUE,734745,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",688,21060688
"M9_numerator",TRUE,734745,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",688,21060688
"M10_M11_eye_denominator",TRUE,521743,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",688,21060688
"M10_M11_eye_numerator",TRUE,521743,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",688,21060688
"M10_M11_shared_denominator",TRUE,187245,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",688,21060688
"M10_M11_shared_numerator",TRUE,187245,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",688,21060688
"M9_denominator",TRUE,736935,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",689,21060689
"M9_numerator",TRUE,736935,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",689,21060689
"M10_M11_eye_denominator",TRUE,565413,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",689,21060689
"M10_M11_eye_numerator",TRUE,565413,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",689,21060689
"M10_M11_shared_denominator",TRUE,189435,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",689,21060689
"M10_M11_shared_numerator",TRUE,189435,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",689,21060689
"M9_denominator",TRUE,747885,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",690,21060690
"M9_numerator",TRUE,747885,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",690,21060690
"M10_M11_eye_denominator",TRUE,536981,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",690,21060690
"M10_M11_eye_numerator",TRUE,536981,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",690,21060690
"M10_M11_shared_denominator",TRUE,200385,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",690,21060690
"M10_M11_shared_numerator",TRUE,200385,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",690,21060690
"M9_denominator",TRUE,721605,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",691,21060691
"M9_numerator",TRUE,721605,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",691,21060691
"M10_M11_eye_denominator",TRUE,545775,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",691,21060691
"M10_M11_eye_numerator",TRUE,545775,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",691,21060691
"M10_M11_shared_denominator",TRUE,174105,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",691,21060691
"M10_M11_shared_numerator",TRUE,174105,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",691,21060691
"M9_denominator",TRUE,724890,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",692,21060692
"M9_numerator",TRUE,724890,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",692,21060692
"M10_M11_eye_denominator",TRUE,542532,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",692,21060692
"M10_M11_eye_numerator",TRUE,542532,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",692,21060692
"M10_M11_shared_denominator",TRUE,177390,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",692,21060692
"M10_M11_shared_numerator",TRUE,177390,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",692,21060692
"M9_denominator",TRUE,723795,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",693,21060693
"M9_numerator",TRUE,723795,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",693,21060693
"M10_M11_eye_denominator",TRUE,545897,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",693,21060693
"M10_M11_eye_numerator",TRUE,545897,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",693,21060693
"M10_M11_shared_denominator",TRUE,176295,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",693,21060693
"M10_M11_shared_numerator",TRUE,176295,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",693,21060693
"M9_denominator",TRUE,704085,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",694,21060694
"M9_numerator",TRUE,704085,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",694,21060694
"M10_M11_eye_denominator",TRUE,545857,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",694,21060694
"M10_M11_eye_numerator",TRUE,545857,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",694,21060694
"M10_M11_shared_denominator",TRUE,156585,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",694,21060694
"M10_M11_shared_numerator",TRUE,156585,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",694,21060694
"M9_denominator",TRUE,716130,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",695,21060695
"M9_numerator",TRUE,716130,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",695,21060695
"M10_M11_eye_denominator",TRUE,553520,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",695,21060695
"M10_M11_eye_numerator",TRUE,553520,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",695,21060695
"M10_M11_shared_denominator",TRUE,168630,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",695,21060695
"M10_M11_shared_numerator",TRUE,168630,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",695,21060695
"M9_denominator",TRUE,742410,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",696,21060696
"M9_numerator",TRUE,742410,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",696,21060696
"M10_M11_eye_denominator",TRUE,553284,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",696,21060696
"M10_M11_eye_numerator",TRUE,553284,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",696,21060696
"M10_M11_shared_denominator",TRUE,194910,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",696,21060696
"M10_M11_shared_numerator",TRUE,194910,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",696,21060696
"M9_denominator",TRUE,725985,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",697,21060697
"M9_numerator",TRUE,725985,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",697,21060697
"M10_M11_eye_denominator",TRUE,556663,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",697,21060697
"M10_M11_eye_numerator",TRUE,556663,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",697,21060697
"M10_M11_shared_denominator",TRUE,178485,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",697,21060697
"M10_M11_shared_numerator",TRUE,178485,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",697,21060697
"M9_denominator",TRUE,729270,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",698,21060698
"M9_numerator",TRUE,729270,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",698,21060698
"M10_M11_eye_denominator",TRUE,544654,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",698,21060698
"M10_M11_eye_numerator",TRUE,544654,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",698,21060698
"M10_M11_shared_denominator",TRUE,181770,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",698,21060698
"M10_M11_shared_numerator",TRUE,181770,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",698,21060698
"M9_denominator",TRUE,725985,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",699,21060699
"M9_numerator",TRUE,725985,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",699,21060699
"M10_M11_eye_denominator",TRUE,521791,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",699,21060699
"M10_M11_eye_numerator",TRUE,521791,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",699,21060699
"M10_M11_shared_denominator",TRUE,178485,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",699,21060699
"M10_M11_shared_numerator",TRUE,178485,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",699,21060699
"M9_denominator",TRUE,707370,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",700,21060700
"M9_numerator",TRUE,707370,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",700,21060700
"M10_M11_eye_denominator",TRUE,538236,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",700,21060700
"M10_M11_eye_numerator",TRUE,538236,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",700,21060700
"M10_M11_shared_denominator",TRUE,159870,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",700,21060700
"M10_M11_shared_numerator",TRUE,159870,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",700,21060700
"M9_denominator",TRUE,730365,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",701,21060701
"M9_numerator",TRUE,730365,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",701,21060701
"M10_M11_eye_denominator",TRUE,554497,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",701,21060701
"M10_M11_eye_numerator",TRUE,554497,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",701,21060701
"M10_M11_shared_denominator",TRUE,182865,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",701,21060701
"M10_M11_shared_numerator",TRUE,182865,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",701,21060701
"M9_denominator",TRUE,697515,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",702,21060702
"M9_numerator",TRUE,697515,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",702,21060702
"M10_M11_eye_denominator",TRUE,532743,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",702,21060702
"M10_M11_eye_numerator",TRUE,532743,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",702,21060702
"M10_M11_shared_denominator",TRUE,150015,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",702,21060702
"M10_M11_shared_numerator",TRUE,150015,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",702,21060702
"M9_denominator",TRUE,742410,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",703,21060703
"M9_numerator",TRUE,742410,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",703,21060703
"M10_M11_eye_denominator",TRUE,538114,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",703,21060703
"M10_M11_eye_numerator",TRUE,538114,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",703,21060703
"M10_M11_shared_denominator",TRUE,194910,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",703,21060703
"M10_M11_shared_numerator",TRUE,194910,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",703,21060703
"M9_denominator",TRUE,725985,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",704,21060704
"M9_numerator",TRUE,725985,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",704,21060704
"M10_M11_eye_denominator",TRUE,521841,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",704,21060704
"M10_M11_eye_numerator",TRUE,521841,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",704,21060704
"M10_M11_shared_denominator",TRUE,178485,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",704,21060704
"M10_M11_shared_numerator",TRUE,178485,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",704,21060704
"M9_denominator",TRUE,736935,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",705,21060705
"M9_numerator",TRUE,736935,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",705,21060705
"M10_M11_eye_denominator",TRUE,517365,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",705,21060705
"M10_M11_eye_numerator",TRUE,517365,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",705,21060705
"M10_M11_shared_denominator",TRUE,189435,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",705,21060705
"M10_M11_shared_numerator",TRUE,189435,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",705,21060705
"M9_denominator",TRUE,721605,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",706,21060706
"M9_numerator",TRUE,721605,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",706,21060706
"M10_M11_eye_denominator",TRUE,548049,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",706,21060706
"M10_M11_eye_numerator",TRUE,548049,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",706,21060706
"M10_M11_shared_denominator",TRUE,174105,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",706,21060706
"M10_M11_shared_numerator",TRUE,174105,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",706,21060706
"M9_denominator",TRUE,724890,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",707,21060707
"M9_numerator",TRUE,724890,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",707,21060707
"M10_M11_eye_denominator",TRUE,559994,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",707,21060707
"M10_M11_eye_numerator",TRUE,559994,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",707,21060707
"M10_M11_shared_denominator",TRUE,177390,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",707,21060707
"M10_M11_shared_numerator",TRUE,177390,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",707,21060707
"M9_denominator",TRUE,750075,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",708,21060708
"M9_numerator",TRUE,750075,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",708,21060708
"M10_M11_eye_denominator",TRUE,550047,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",708,21060708
"M10_M11_eye_numerator",TRUE,550047,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",708,21060708
"M10_M11_shared_denominator",TRUE,202575,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",708,21060708
"M10_M11_shared_numerator",TRUE,202575,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",708,21060708
"M9_denominator",TRUE,707370,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",709,21060709
"M9_numerator",TRUE,707370,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",709,21060709
"M10_M11_eye_denominator",TRUE,527344,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",709,21060709
"M10_M11_eye_numerator",TRUE,527344,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",709,21060709
"M10_M11_shared_denominator",TRUE,159870,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",709,21060709
"M10_M11_shared_numerator",TRUE,159870,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",709,21060709
"M9_denominator",TRUE,702990,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",710,21060710
"M9_numerator",TRUE,702990,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",710,21060710
"M10_M11_eye_denominator",TRUE,520748,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",710,21060710
"M10_M11_eye_numerator",TRUE,520748,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",710,21060710
"M10_M11_shared_denominator",TRUE,155490,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",710,21060710
"M10_M11_shared_numerator",TRUE,155490,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",710,21060710
"M9_denominator",TRUE,707370,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",711,21060711
"M9_numerator",TRUE,707370,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",711,21060711
"M10_M11_eye_denominator",TRUE,536038,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",711,21060711
"M10_M11_eye_numerator",TRUE,536038,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",711,21060711
"M10_M11_shared_denominator",TRUE,159870,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",711,21060711
"M10_M11_shared_numerator",TRUE,159870,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",711,21060711
"M9_denominator",TRUE,738030,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_A",712,21060712
"M9_numerator",TRUE,738030,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_A",712,21060712
"M10_M11_eye_denominator",TRUE,566542,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_A",712,21060712
"M10_M11_eye_numerator",TRUE,566542,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_A",712,21060712
"M10_M11_shared_denominator",TRUE,190530,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_A",712,21060712
"M10_M11_shared_numerator",TRUE,190530,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_A",712,21060712
